-DOCSTART- -X- O
sa -X- _ O
kadlawaon -X- _ O
niadtong -X- _ O
Hulyo -X- _ O
25 -X- _ O
, -X- _ O
2022. -X- _ O
Giila -X- _ O
sa -X- _ O
kapulisan -X- _ O
ang -X- _ O
mga -X- _ O
nadakpan -X- _ O
nga -X- _ O
sila -X- _ O
si -X- _ O
Jovic -X- _ B-PER
Calibo -X- _ I-PER
Nano -X- _ I-PER
, -X- _ O
24-anyos -X- _ O
, -X- _ O
residente -X- _ O
sa -X- _ O
Cang-Alwang -X- _ B-LOC
Siquijor -X- _ I-LOC
, -X- _ I-LOC
Siquijor -X- _ I-LOC
, -X- _ O
ug -X- _ O
Janjan -X- _ B-PER
Banaldia -X- _ I-PER
, -X- _ O
21-anyos -X- _ O
, -X- _ O
lumulupyo -X- _ O
sa -X- _ O
Purok -X- _ B-LOC
Gumamela -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Bagacay -X- _ I-LOC
, -X- _ I-LOC
Dumaguete -X- _ I-LOC
City. -X- _ I-LOC
Nakumpiskar -X- _ O
sa -X- _ O
kapulisan -X- _ O
ang -X- _ O
duha -X- _ O
ka -X- _ O
large -X- _ O
size -X- _ O
transparent -X- _ O
plastic -X- _ O
sachet -X- _ O
nga -X- _ O
aduna'y -X- _ O
white -X- _ O
crystalline -X- _ O
substance -X- _ O
sa -X- _ O
gituohang -X- _ O
shabu -X- _ O
; -X- _ O
aduna -X- _ O
kini -X- _ O
gibug-aton -X- _ O
nga -X- _ O
280.56 -X- _ O
grams -X- _ O
ug -X- _ O
SDP -X- _ O
nga -X- _ O
Php1,907,808.00 -X- _ O
, -X- _ O
ug -X- _ O
pipila -X- _ O
ka -X- _ O
small -X- _ O
ug -X- _ O
medium -X- _ O
size -X- _ O
nga -X- _ O
pakete -X- _ O
sa -X- _ O
gituohang -X- _ O
shabu. -X- _ O
Nakumpiskar -X- _ O
sab -X- _ O
ang -X- _ O
usa -X- _ O
ka -X- _ O
cellphone -X- _ O
, -X- _ O
usa -X- _ O
ka -X- _ O
digital -X- _ O
weighing -X- _ O
scale -X- _ O
, -X- _ O
usa -X- _ O
ka -X- _ O
pack -X- _ O
sa -X- _ O
ice -X- _ O
wrapper -X- _ O
plastic -X- _ O
; -X- _ O
usa -X- _ O
ka -X- _ O
canister -X- _ O
, -X- _ O
travelling -X- _ O
bag -X- _ O
, -X- _ O
ug -X- _ O
duha -X- _ O
ka -X- _ O
piraso -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
libo -X- _ O
ka -X- _ O
peso -X- _ O
bill -X- _ O
isip -X- _ O
buy -X- _ O
bust -X- _ O
money. -X- _ O
Gidala -X- _ O
ang -X- _ O
mga -X- _ O
nadakpan -X- _ O
sa -X- _ O
Police -X- _ O
Station -X- _ O
alang -X- _ O
sa -X- _ O
booking -X- _ O
ug -X- _ O
saktong -X- _ O
dispo -X- _ O
samtang -X- _ O
giandam -X- _ O
ang -X- _ O
documentary -X- _ O
requirements -X- _ O
alang -X- _ O
sa -X- _ O
pagpasaka -X- _ O
sa -X- _ O
korte -X- _ O
. -X- _ O

Nagtanyag -X- _ O
karon -X- _ O
ang -X- _ O
AirAsia -X- _ B-ORG
nagtanyag -X- _ O
og -X- _ O
piso -X- _ O
sale -X- _ O
sa -X- _ O
pipila -X- _ O
ka -X- _ O
domestic -X- _ O
flights -X- _ O
niini. -X- _ O
Lakip -X- _ O
sa -X- _ O
mga -X- _ O
destinasyon -X- _ O
nga -X- _ O
gilangkuban -X- _ O
sa -X- _ O
piso -X- _ O
sale -X- _ O
mao -X- _ O
ang -X- _ O
Dumaguete -X- _ O
, -X- _ O
Roxas -X- _ B-LOC
, -X- _ O
Caticlan -X- _ B-LOC
, -X- _ O
ug -X- _ O
Tagbilaran. -X- _ B-LOC
Duna -X- _ O
puy -X- _ O
diskwento -X- _ O
sa -X- _ O
pletehan -X- _ O
nga -X- _ O
gitanyag -X- _ O
ang -X- _ O
maong -X- _ O
airline -X- _ O
alang -X- _ O
sa -X- _ O
pipila -X- _ O
ka -X- _ O
international -X- _ O
destinations -X- _ O
niini -X- _ O
sama -X- _ O
sa -X- _ O
Bangkok -X- _ B-LOC
ug -X- _ O
Singapore. -X- _ B-LOC
Magsugod -X- _ O
sa -X- _ O
P688 -X- _ O
ang -X- _ O
base -X- _ O
fare -X- _ O
sa -X- _ O
maong -X- _ O
mga -X- _ O
ruta. -X- _ O
Ang -X- _ O
maong -X- _ O
promo -X- _ O
itanyag -X- _ O
sa -X- _ O
AirAsia -X- _ B-ORG
gikan -X- _ O
Hulyo -X- _ O
25 -X- _ O
hangtod -X- _ O
31 -X- _ O
, -X- _ O
2022. -X- _ O
Ang -X- _ O
travel -X- _ O
period -X- _ O
sa -X- _ O
promo -X- _ O
gikan -X- _ O
sa -X- _ O
Oktubre -X- _ O
1 -X- _ O
, -X- _ O
2022 -X- _ O
hangtod -X- _ O
Oktubre -X- _ O
28 -X- _ O
, -X- _ O
2023 -X- _ O
. -X- _ O

Gideklarar -X- _ O
na -X- _ O
sa -X- _ O
World -X- _ B-ORG
Health -X- _ I-ORG
Organization -X- _ I-ORG
( -X- _ I-ORG
WHO -X- _ I-ORG
) -X- _ I-ORG
ang -X- _ O
sakit -X- _ O
nga -X- _ O
monkeypox -X- _ O
isip -X- _ O
usa -X- _ O
ka -X- _ O
public -X- _ O
health -X- _ O
emergency -X- _ O
of -X- _ O
international -X- _ O
concern. -X- _ O
Mao -X- _ O
kini -X- _ O
ang -X- _ O
kinatas-an -X- _ O
nga -X- _ O
alarma -X- _ O
sa -X- _ O
WHO -X- _ B-ORG
nunot -X- _ O
sa -X- _ O
mga -X- _ O
makatakod -X- _ O
nga -X- _ O
sakit -X- _ O
nga -X- _ O
nagkatap -X- _ O
na -X- _ O
sa -X- _ O
nagkalain-laing -X- _ O
bahin -X- _ O
sa -X- _ O
kalibutan -X- _ O
. -X- _ O

Sa -X- _ O
unang -X- _ O
higayon -X- _ O
sukad -X- _ O
nagsugod -X- _ O
ang -X- _ O
pandemya -X- _ O
sa -X- _ O
# -X- _ O
COVID19 -X- _ B-OTHER
, -X- _ O
kompirmadong -X- _ O
mobalik -X- _ O
na -X- _ O
sab -X- _ O
ang -X- _ O
mga -X- _ O
kalihokan -X- _ O
pagsaulog -X- _ O
sa -X- _ O
MassKara -X- _ B-OTHER
Festival -X- _ I-OTHER
sa -X- _ O
dakbayan -X- _ O
sa -X- _ O
Bacolod -X- _ B-LOC
karong -X- _ O
Oktubre -X- _ O
1-23 -X- _ O
, -X- _ O
2022. -X- _ O
Mahinumduman -X- _ O
nga -X- _ O
duha -X- _ O
ka -X- _ O
tuig -X- _ O
nga -X- _ O
wala -X- _ O
gipahigayon -X- _ O
ang -X- _ O
MassKara -X- _ B-OTHER
tungod -X- _ O
sa -X- _ O
pandemya. -X- _ O
Laag -X- _ O
ta -X- _ O
puhon -X- _ O
sa -X- _ O
City -X- _ O
of -X- _ O
Smiles -X- _ O
, -X- _ O
beshie -X- _ O
! -X- _ O

Gilaoman -X- _ O
na -X- _ O
sab -X- _ O
ang -X- _ O
lain -X- _ O
na -X- _ O
pud -X- _ O
nga -X- _ O
pag-ubos -X- _ O
sa -X- _ O
presyo -X- _ O
sa -X- _ O
lana -X- _ O
sunod -X- _ O
semana -X- _ O
. -X- _ O

LALAKI -X- _ O
GIPUSIL -X- _ O
PATAY -X- _ O
SA -X- _ O
BARANGAY -X- _ B-LOC
CADAWINONAN -X- _ I-LOC
, -X- _ I-LOC
DUMAGUETE -X- _ I-LOC
CITY -X- _ I-LOC
Patay -X- _ O
ang -X- _ O
usa -X- _ O
ka -X- _ O
lalaki -X- _ O
sa -X- _ O
Kalye -X- _ B-LOC
2 -X- _ I-LOC
, -X- _ I-LOC
Housing -X- _ I-LOC
Project -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Cadawinonan -X- _ I-LOC
, -X- _ I-LOC
Dumaguete -X- _ I-LOC
City -X- _ I-LOC
human -X- _ O
kini -X- _ O
gipusil -X- _ O
kagabii -X- _ O
, -X- _ O
Hulyo -X- _ O
21 -X- _ O
, -X- _ O
2022. -X- _ O
Giila -X- _ O
ang -X- _ O
biktima -X- _ O
nga -X- _ O
si -X- _ O
Aaron -X- _ B-PER
Dale -X- _ I-PER
Sardinio -X- _ I-PER
Tomaroy -X- _ I-PER
, -X- _ O
32 -X- _ O
anyos -X- _ O
, -X- _ O
lumolupyo -X- _ O
sa -X- _ O
naasoy -X- _ O
nga -X- _ O
dapit. -X- _ O
Sumala -X- _ O
sa -X- _ O
live-in -X- _ O
partner -X- _ O
sa -X- _ O
biktima -X- _ O
na -X- _ O
si -X- _ O
Jonnah -X- _ B-PER
Bagarinao -X- _ I-PER
, -X- _ O
naglingkod -X- _ O
lang -X- _ O
kini -X- _ O
dapit -X- _ O
sa -X- _ O
Barangay -X- _ O
Community -X- _ O
Building -X- _ O
sa -X- _ O
dihang -X- _ O
giduol -X- _ O
ug -X- _ O
gipusil -X- _ O
kini -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
wala -X- _ O
pa -X- _ O
mailhing -X- _ O
gunman. -X- _ O
Human -X- _ O
sa -X- _ O
pagpamusil -X- _ O
, -X- _ O
daling -X- _ O
nieskapo -X- _ O
ang -X- _ O
mamumuno -X- _ O
samtang -X- _ O
nagsakay -X- _ O
sa -X- _ O
iyang -X- _ O
motor. -X- _ O
Gidala -X- _ O
sa -X- _ O
tambalanan -X- _ O
si -X- _ O
Tomaroy -X- _ B-PER
apan -X- _ O
nakabsan -X- _ O
gyud -X- _ O
kini -X- _ O
sa -X- _ O
iyang -X- _ O
kinabuhi. -X- _ O
Base -X- _ O
sa -X- _ O
inisyal -X- _ O
nga -X- _ O
imbestigasyon -X- _ O
sa -X- _ O
pulisya -X- _ O
, -X- _ O
duha -X- _ O
ka -X- _ O
samad -X- _ O
pinusilan -X- _ O
ang -X- _ O
nahiagoman -X- _ O
sa -X- _ O
biktima. -X- _ O
Lima -X- _ O
ka -X- _ O
bala -X- _ O
sab -X- _ O
ang -X- _ O
na-recover -X- _ O
gikan -X- _ O
sa -X- _ O
crime -X- _ O
scene. -X- _ O
Nagpadayon -X- _ O
ang -X- _ O
imbestigasyon -X- _ O
sa -X- _ O
kapulisan -X- _ O
sa -X- _ O
maong -X- _ O
pagpamusil -X- _ O
. -X- _ O

MGA -X- _ O
KANHING -X- _ O
REBELDE -X- _ O
, -X- _ O
NAKADAWAT -X- _ O
OG -X- _ O
AYUDA -X- _ O
GIKAN -X- _ O
SA -X- _ O
GOBYERNO -X- _ O
SA -X- _ O
NEGOR -X- _ B-LOC
Walo -X- _ O
ka -X- _ O
mga -X- _ O
kanhing -X- _ O
rebelde -X- _ O
( -X- _ O
FRs -X- _ O
) -X- _ O
ang -X- _ O
nakadawat -X- _ O
og -X- _ O
livelihood -X- _ O
assistance -X- _ O
gikan -X- _ O
sa -X- _ O
gobyerno -X- _ O
sa -X- _ O
Guihulngan -X- _ B-LOC
City. -X- _ I-LOC
Ubos -X- _ O
sa -X- _ O
programa -X- _ O
sa -X- _ O
Pangkabuhayan -X- _ B-OTHER
sa -X- _ I-OTHER
Pagbangon -X- _ I-OTHER
at -X- _ I-OTHER
Ginhawa -X- _ I-OTHER
, -X- _ O
gihatag -X- _ O
sa -X- _ O
Department -X- _ B-ORG
of -X- _ I-ORG
Trade -X- _ I-ORG
and -X- _ I-ORG
Industry -X- _ I-ORG
( -X- _ I-ORG
DTI -X- _ I-ORG
) -X- _ I-ORG
ang -X- _ O
livelihood -X- _ O
kits -X- _ O
nga -X- _ O
gilangkuban -X- _ O
sa -X- _ O
10 -X- _ O
ka -X- _ O
kanding -X- _ O
alang -X- _ O
sa -X- _ O
lima -X- _ O
ka -X- _ O
kanhing -X- _ O
rebelde -X- _ O
, -X- _ O
duha -X- _ O
ka -X- _ O
sari-sari -X- _ O
store -X- _ O
kits -X- _ O
, -X- _ O
ug -X- _ O
usa -X- _ O
ka -X- _ O
cellphone -X- _ O
nga -X- _ O
aduna'y -X- _ O
freeloader. -X- _ O
Sa -X- _ O
walo -X- _ O
ka -X- _ O
peace -X- _ O
advocate -X- _ O
recipients -X- _ O
o -X- _ O
FRs -X- _ O
, -X- _ O
tulo -X- _ O
ang -X- _ O
kanhi -X- _ O
fighter -X- _ O
combatants -X- _ O
sa -X- _ O
New -X- _ B-ORG
People -X- _ I-ORG
's -X- _ I-ORG
Army -X- _ I-ORG
( -X- _ I-ORG
NPA -X- _ I-ORG
) -X- _ I-ORG
ug -X- _ O
lima -X- _ O
ang -X- _ O
miyembro -X- _ O
sa -X- _ O
Militia -X- _ B-ORG
ng -X- _ I-ORG
Bayan. -X- _ I-ORG
Sumala -X- _ O
pa -X- _ O
ni -X- _ O
2Lt. -X- _ O
Mary -X- _ B-PER
Liza -X- _ I-PER
De -X- _ I-PER
Guzman -X- _ I-PER
, -X- _ O
civil -X- _ O
military -X- _ O
operations -X- _ O
officer -X- _ O
sa -X- _ O
62nd -X- _ B-ORG
Infantry -X- _ I-ORG
Battalion -X- _ I-ORG
sa -X- _ O
Philippine -X- _ B-ORG
Army. -X- _ I-ORG
Nakadesisyon -X- _ O
kini -X- _ O
sila -X- _ O
nga -X- _ O
mo-surrender -X- _ O
tungod -X- _ O
sa -X- _ O
grabeng -X- _ O
kalisod -X- _ O
ug -X- _ O
pagpabaya -X- _ O
sa -X- _ O
ilang -X- _ O
mga -X- _ O
lider -X- _ O
sa -X- _ O
organisasyon. -X- _ O
Gibati -X- _ O
sab -X- _ O
nila -X- _ O
ang -X- _ O
pressure -X- _ O
gikan -X- _ O
sa -X- _ O
nakatutok -X- _ O
nga -X- _ O
mga -X- _ O
operasyong -X- _ O
militar -X- _ O
sa -X- _ O
Philippine -X- _ B-ORG
Army -X- _ I-ORG
ug -X- _ O
kapulisan. -X- _ O
Sa -X- _ O
pagkasayod -X- _ O
nga -X- _ O
makadawat -X- _ O
sila -X- _ O
og -X- _ O
livelihood -X- _ O
sustainment -X- _ O
programs -X- _ O
nga -X- _ O
gihatag -X- _ O
sa -X- _ O
National -X- _ B-ORG
and -X- _ I-ORG
Local -X- _ I-ORG
Task -X- _ I-ORG
Force -X- _ I-ORG
on -X- _ I-ORG
End -X- _ I-ORG
Local -X- _ I-ORG
Communist -X- _ I-ORG
Armed -X- _ I-ORG
Conflict -X- _ I-ORG
( -X- _ I-ORG
ELCAC -X- _ I-ORG
) -X- _ I-ORG
, -X- _ O
nakombinsir -X- _ O
sila -X- _ O
nga -X- _ O
biyaan -X- _ O
ang -X- _ O
ilang -X- _ O
kanhing -X- _ O
lisud -X- _ O
nga -X- _ O
kinabuhi. -X- _ O
Niadtong -X- _ O
niaging -X- _ O
bulan -X- _ O
, -X- _ O
mahinumduman -X- _ O
nga -X- _ O
nakadawat -X- _ O
sab -X- _ O
og -X- _ O
livelihood -X- _ O
assistance -X- _ O
ang -X- _ O
unang -X- _ O
batch -X- _ O
sa -X- _ O
24 -X- _ O
ka -X- _ O
FRs -X- _ O
. -X- _ O

2 -X- _ O
KA -X- _ O
GAMER -X- _ O
SA -X- _ O
CHINA -X- _ B-LOC
, -X- _ O
NAGPAKULATA -X- _ O
ARON -X- _ O
MAKABAKASYON -X- _ O
Duha -X- _ O
ka -X- _ O
gamers -X- _ O
nga -X- _ O
aduna'y -X- _ O
sikat -X- _ O
nga -X- _ O
live -X- _ O
streams -X- _ O
sa -X- _ O
China -X- _ B-LOC
ang -X- _ O
giingong -X- _ O
nagpakulata -X- _ O
sa -X- _ O
walo -X- _ O
ka -X- _ O
lalake -X- _ O
aron -X- _ O
lang -X- _ O
makabakasyon -X- _ O
gikan -X- _ O
sa -X- _ O
ilang -X- _ O
trabaho. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
Jiupai -X- _ B-ORG
News -X- _ I-ORG
, -X- _ O
gibayaran -X- _ O
sa -X- _ O
duha -X- _ O
ka -X- _ O
gamers -X- _ O
ang -X- _ O
walo -X- _ O
ka -X- _ O
mga -X- _ O
lalake -X- _ O
gikan -X- _ O
sa -X- _ O
Guangdon -X- _ B-LOC
province -X- _ O
aron -X- _ O
kulatahon -X- _ O
kuno -X- _ O
sila -X- _ O
para -X- _ O
makapahuway -X- _ O
sa -X- _ O
ilang -X- _ O
pag-host -X- _ O
sa -X- _ O
ilang -X- _ O
gaming -X- _ O
streams. -X- _ O
Gikuhaan -X- _ O
og -X- _ O
video -X- _ O
ang -X- _ O
peke -X- _ O
nga -X- _ O
pagkulata -X- _ O
ug -X- _ O
gi-post -X- _ O
kini -X- _ O
online -X- _ O
niadtong -X- _ O
Hulyo -X- _ O
10. -X- _ O
Makita -X- _ O
sa -X- _ O
video -X- _ O
nga -X- _ O
naghubo -X- _ O
ang -X- _ O
usa -X- _ O
sa -X- _ O
mga -X- _ O
gamers -X- _ O
ug -X- _ O
nahulog -X- _ O
sa -X- _ O
yuta -X- _ O
samtang -X- _ O
gikulata. -X- _ O
Dali -X- _ O
nga -X- _ O
nitawag -X- _ O
sa -X- _ O
kapulisan -X- _ O
ang -X- _ O
mga -X- _ O
followers -X- _ O
sa -X- _ O
maong -X- _ O
mga -X- _ O
gamers -X- _ O
human -X- _ O
ma-post -X- _ O
ang -X- _ O
video. -X- _ O
Nasayran -X- _ O
sab -X- _ O
kapulisan -X- _ O
nga -X- _ O
dili -X- _ O
tinuod -X- _ O
ang -X- _ O
maong -X- _ O
insidente -X- _ O
human -X- _ O
miangkon -X- _ O
ang -X- _ O
mga -X- _ O
gamers -X- _ O
ngadto -X- _ O
sa -X- _ O
mga -X- _ O
imbestigador -X- _ O
. -X- _ O

GIINGONG -X- _ O
KALABIRA -X- _ O
SA -X- _ O
TAWO -X- _ O
, -X- _ O
NAPALGAN -X- _ O
SA -X- _ O
LUNGSOD -X- _ O
SA -X- _ O
SIBULAN -X- _ B-LOC
Nakuratan -X- _ O
ang -X- _ O
pipila -X- _ O
ka -X- _ O
residente -X- _ O
sa -X- _ O
Purok -X- _ B-LOC
1 -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Bolocboloc -X- _ I-LOC
sa -X- _ O
lungsod -X- _ O
sa -X- _ O
Sibulan -X- _ B-LOC
human -X- _ O
mapalgan -X- _ O
didto -X- _ O
ang -X- _ O
giingong -X- _ O
kalabira -X- _ O
sa -X- _ O
tawo -X- _ O
karong -X- _ O
buntag -X- _ O
, -X- _ O
July -X- _ O
21 -X- _ O
, -X- _ O
2022. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
report -X- _ O
sa -X- _ O
kapulisan -X- _ O
, -X- _ O
napalgan -X- _ O
sa -X- _ O
trabahador -X- _ O
nga -X- _ O
si -X- _ O
Elmer -X- _ B-PER
Bartolome -X- _ I-PER
ang -X- _ O
maong -X- _ O
kalabira -X- _ O
samtang -X- _ O
nagbungkal -X- _ O
og -X- _ O
yuta -X- _ O
alang -X- _ O
sa -X- _ O
gihimo -X- _ O
nila -X- _ O
nga -X- _ O
swimming -X- _ O
pool -X- _ O
didto. -X- _ O
Sa -X- _ O
usa -X- _ O
ka -X- _ O
private -X- _ O
property -X- _ O
napalgan -X- _ O
ang -X- _ O
mga -X- _ O
naasoy -X- _ O
nga -X- _ O
kalabira. -X- _ O
Nagpadayon -X- _ O
ang -X- _ O
imbestigasyon -X- _ O
sa -X- _ O
kapulisan -X- _ O
sa -X- _ O
Sibulan -X- _ B-LOC
nunot -X- _ O
niini -X- _ O
. -X- _ O

IBON -X- _ O
: -X- _ O
MATAG -X- _ O
PILIPINO -X- _ B-OTHER
ADUNA'Y -X- _ O
UTANG -X- _ O
NGA -X- _ O
P112,000 -X- _ O
TUNGOD -X- _ O
SA -X- _ O
P12.5-TRILYON -X- _ O
NGA -X- _ O
UTANG -X- _ O
SA -X- _ O
PILIPINAS -X- _ B-LOC
Aduna'y -X- _ O
utang -X- _ O
nga -X- _ O
kapin -X- _ O
P112,000 -X- _ O
ang -X- _ O
matag -X- _ O
Pilipino -X- _ B-OTHER
nga -X- _ O
bayaran -X- _ O
pinaagi -X- _ O
sa -X- _ O
buhis -X- _ O
kung -X- _ O
bahinon -X- _ O
sa -X- _ O
110 -X- _ O
milyon -X- _ O
nga -X- _ O
populasyon -X- _ O
sa -X- _ O
nasud -X- _ O
ang -X- _ O
nagdagan -X- _ O
nga -X- _ O
utang -X- _ O
sa -X- _ O
gobyerno -X- _ O
nga -X- _ O
P12.5-trilyon. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
economic -X- _ O
think -X- _ O
tank -X- _ O
nga -X- _ O
IBON -X- _ B-ORG
Foundation -X- _ I-ORG
niadtong -X- _ O
Miyerkules -X- _ O
, -X- _ O
July -X- _ O
20 -X- _ O
, -X- _ O
2022. -X- _ O
Base -X- _ O
sa -X- _ O
datos -X- _ O
nga -X- _ O
gipresentar -X- _ O
sa -X- _ O
IBON -X- _ B-ORG
, -X- _ O
aduna'y -X- _ O
utang -X- _ O
nga -X- _ O
P112,678 -X- _ O
ang -X- _ O
matag -X- _ O
Pilipino -X- _ B-OTHER
samtang -X- _ O
aduna'y -X- _ O
utang -X- _ O
nga -X- _ O
P474,543 -X- _ O
ang -X- _ O
matag -X- _ O
pamilya -X- _ O
kung -X- _ O
bahinon -X- _ O
kini -X- _ O
sa -X- _ O
26.3 -X- _ O
milyones -X- _ O
nga -X- _ O
pamilya -X- _ O
sa -X- _ O
nasud. -X- _ O
Ang -X- _ O
outstanding -X- _ O
nga -X- _ O
utang -X- _ O
sa -X- _ O
gobyerno -X- _ O
niabot -X- _ O
sa -X- _ O
P12.49 -X- _ O
trilyon -X- _ O
sa -X- _ O
katapusan -X- _ O
sa -X- _ O
Mayo -X- _ O
, -X- _ O
diin -X- _ O
P8.66 -X- _ O
trilyon -X- _ O
ang -X- _ O
gikan -X- _ O
sa -X- _ O
lokal -X- _ O
samtang -X- _ O
P3.83 -X- _ O
trilyon -X- _ O
gikan -X- _ O
sa -X- _ O
langyaw -X- _ O
nga -X- _ O
tinubdan -X- _ O
. -X- _ O

LANGYAW -X- _ O
NGA -X- _ O
BANA -X- _ O
SA -X- _ O
NURSE -X- _ O
NGA -X- _ O
NAPALGANG -X- _ O
PATAY -X- _ O
SA -X- _ O
VALENCIA -X- _ B-LOC
, -X- _ O
NI-SURRENDER -X- _ O
SA -X- _ O
NBI -X- _ B-ORG
Boluntaryo -X- _ O
nga -X- _ O
mitahan -X- _ O
sa -X- _ O
buhatan -X- _ O
sa -X- _ O
National -X- _ B-ORG
Bureau -X- _ I-ORG
of -X- _ I-ORG
Investigation -X- _ I-ORG
( -X- _ I-ORG
NBI -X- _ I-ORG
) -X- _ I-ORG
ang -X- _ O
bana -X- _ O
sa -X- _ O
nurse -X- _ O
nga -X- _ O
si -X- _ O
Maribel -X- _ B-PER
Glazier -X- _ I-PER
kinsa -X- _ O
napalgang -X- _ O
patay -X- _ O
sa -X- _ O
Sitio -X- _ B-LOC
Ogahong -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Palinpinon -X- _ I-LOC
, -X- _ I-LOC
Valencia -X- _ I-LOC
niadtong -X- _ O
July -X- _ O
19 -X- _ O
, -X- _ O
2022. -X- _ O
Mi-surrender -X- _ O
sa -X- _ O
NBI -X- _ B-ORG
ang -X- _ O
American -X- _ B-OTHER
national -X- _ O
nga -X- _ O
si -X- _ O
Daniel -X- _ B-PER
Glazier -X- _ I-PER
, -X- _ O
55 -X- _ O
anyos -X- _ O
, -X- _ O
niadtong -X- _ O
Miyerkules -X- _ O
, -X- _ O
July -X- _ O
20 -X- _ O
, -X- _ O
2022. -X- _ O
Human -X- _ O
niini -X- _ O
, -X- _ O
nipahigayon -X- _ O
og -X- _ O
crime -X- _ O
scene -X- _ O
investigation -X- _ O
/ -X- _ O
ocular -X- _ O
inspection -X- _ O
ang -X- _ O
mga -X- _ O
awtoridad -X- _ O
sa -X- _ O
pinuy-anan -X- _ O
sa -X- _ O
magtiayon -X- _ O
sa -X- _ O
Sto. -X- _ B-LOC
Rosario -X- _ I-LOC
Heights -X- _ I-LOC
Subdivision -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Junob -X- _ I-LOC
, -X- _ I-LOC
Dumaguete -X- _ I-LOC
City. -X- _ I-LOC
Atol -X- _ O
sa -X- _ O
imbestigasyon -X- _ O
, -X- _ O
wala'y -X- _ O
nadiskubre -X- _ O
ang -X- _ O
grupo -X- _ O
og -X- _ O
mga -X- _ O
timailhan -X- _ O
sa -X- _ O
ebidensya -X- _ O
nga -X- _ O
may -X- _ O
kalabutan -X- _ O
o -X- _ O
nagpamatuod -X- _ O
sa -X- _ O
krimen -X- _ O
bisan -X- _ O
pisikal -X- _ O
, -X- _ O
butang -X- _ O
o -X- _ O
forensic. -X- _ O
Apan -X- _ O
aduna'y -X- _ O
nakuha -X- _ O
nga -X- _ O
mga -X- _ O
butang -X- _ O
ang -X- _ O
SOCO -X- _ B-ORG
ug -X- _ O
gi-turn -X- _ O
over -X- _ O
ug -X- _ O
ubos -X- _ O
na -X- _ O
sa -X- _ O
kustodiya -X- _ O
sa -X- _ O
Valencia -X- _ B-ORG
MPS. -X- _ I-ORG
Anaa -X- _ O
na -X- _ O
karon -X- _ O
sa -X- _ O
kustodiya -X- _ O
sa -X- _ O
NBI -X- _ B-ORG
si -X- _ O
Glazier -X- _ B-PER
kinsa -X- _ O
gikonsiderar -X- _ O
nga -X- _ O
person -X- _ O
of -X- _ O
interest -X- _ O
sa -X- _ O
maong -X- _ O
krimen. -X- _ O
Anaa -X- _ O
na -X- _ O
sab -X- _ O
sa -X- _ O
kustodiya -X- _ O
sa -X- _ O
DSWD -X- _ B-ORG
Dumaguete -X- _ I-ORG
ang -X- _ O
duha -X- _ O
ka -X- _ O
bata -X- _ O
kinsa -X- _ O
anak -X- _ O
sa -X- _ O
biktima -X- _ O
nga -X- _ O
nag-edad -X- _ O
9 -X- _ O
ug -X- _ O
10 -X- _ O
anyos -X- _ O
. -X- _ O

VACCINATIONS -X- _ O
UG -X- _ O
COVID-19 -X- _ B-OTHER
TESTS -X- _ O
, -X- _ O
DILI -X- _ O
NA -X- _ O
KINAHANGLAN -X- _ O
ARON -X- _ O
MAKASULOD -X- _ O
SA -X- _ O
SILLIMAN -X- _ B-LOC
CAMPUS -X- _ O
Gilibkas -X- _ O
na -X- _ O
sa -X- _ O
Silliman -X- _ B-ORG
University -X- _ I-ORG
( -X- _ I-ORG
SU -X- _ I-ORG
) -X- _ I-ORG
ang -X- _ O
rekisitos -X- _ O
nga -X- _ O
vaccination -X- _ O
ug -X- _ O
ang -X- _ O
negative -X- _ O
RT-PCR -X- _ O
ug -X- _ O
antigen -X- _ O
test -X- _ O
results -X- _ O
aron -X- _ O
makasulod -X- _ O
sa -X- _ O
campus -X- _ O
niini. -X- _ O
Kini -X- _ O
gianunsyo -X- _ O
sa -X- _ O
maong -X- _ O
tunghaan -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
pamahayag -X- _ O
karong -X- _ O
adlawa -X- _ O
, -X- _ O
July -X- _ O
20 -X- _ O
, -X- _ O
2022. -X- _ O
Apan -X- _ O
kinahanglan -X- _ O
gihapong -X- _ O
mopirma -X- _ O
og -X- _ O
waiver -X- _ O
form -X- _ O
sa -X- _ O
tunghaan -X- _ O
ang -X- _ O
mga -X- _ O
estudyante -X- _ O
ug -X- _ O
ginikanan -X- _ O
nga -X- _ O
dili -X- _ O
pa -X- _ O
bakunado -X- _ O
aron -X- _ O
sila -X- _ O
tugotan -X- _ O
pagsulod -X- _ O
sa -X- _ O
