-DOCSTART- -X- O
sa -X- _ O
babaye -X- _ O
. -X- _ O

Si -X- _ O
Osmeña -X- _ B-PER
nagkanayon -X- _ O
nga -X- _ O
di -X- _ O
siya -X- _ O
maoy -X- _ O
personal -X- _ O
nga -X- _ O
nag-post -X- _ O
sa -X- _ O
mensahe -X- _ O
nga -X- _ O
nagsentro -X- _ O
aron -X- _ O
unta -X- _ O
masulbad -X- _ O
ang -X- _ O
kabaho -X- _ O
sa -X- _ O
basura -X- _ O
sa -X- _ O
Inayawan -X- _ B-LOC
dumpsite -X- _ I-LOC
apan -X- _ O
matod -X- _ O
pa -X- _ O
wa -X- _ O
niya -X- _ O
masulbad -X- _ O
gumikan -X- _ O
sa -X- _ O
giingong -X- _ O
pagbabag -X- _ O
sa -X- _ O
Team -X- _ B-ORG
Rama -X- _ I-ORG
diha -X- _ O
sa -X- _ O
konseho -X- _ O
. -X- _ O

Si -X- _ O
Konsehal -X- _ O
Joy -X- _ B-PER
Pesquera -X- _ I-PER
, -X- _ O
bugtong -X- _ O
babaye -X- _ O
nga -X- _ O
sakop -X- _ O
sa -X- _ O
Team -X- _ B-ORG
Rama -X- _ I-ORG
, -X- _ O
nagkanayon -X- _ O
ang -X- _ O
gibuhat -X- _ O
ni -X- _ O
Osmeña -X- _ B-PER
dakong -X- _ O
tamparos -X- _ O
ug -X- _ O
insulto -X- _ O
sa -X- _ O
kababayen-an -X- _ O
. -X- _ O

Ang -X- _ O
hashtag -X- _ O
nakuha -X- _ O
gikan -X- _ O
sa -X- _ O
video -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
babaye -X- _ O
nga -X- _ O
nag-viral -X- _ O
sa -X- _ O
internent -X- _ O
nga -X- _ O
naghisgot -X- _ O
sa -X- _ O
kabaho -X- _ O
sa -X- _ O
iyang -X- _ O
kinatawo -X- _ O
base -X- _ O
sa -X- _ O
sulti -X- _ O
sa -X- _ O
laing -X- _ O
babaye -X- _ O
nga -X- _ O
gigamit -X- _ O
sa -X- _ O
iyang -X- _ O
bana -X- _ O
. -X- _ O

Si -X- _ O
Konsehal -X- _ O
Pastor -X- _ B-PER
Alcover -X- _ I-PER
Jr. -X- _ I-PER
, -X- _ O
niingon -X- _ O
nga -X- _ O
binastos -X- _ O
ang -X- _ O
gihimo -X- _ O
sa -X- _ O
mayor -X- _ O
ug -X- _ O
di -X- _ O
unta -X- _ O
kini -X- _ O
angay -X- _ O
mogawas -X- _ O
gikan -X- _ O
kaniya -X- _ O
sanglit -X- _ O
siya -X- _ O
ang -X- _ O
amahan -X- _ O
sa -X- _ O
siyudad -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
. -X- _ O

Ang -X- _ O
mayor -X- _ O
sa -X- _ O
iyang -X- _ O
bahin -X- _ O
nagkanayon -X- _ O
nga -X- _ O
di -X- _ O
siya -X- _ O
ang -X- _ O
nagpost -X- _ O
sa -X- _ O
mensahe -X- _ O
. -X- _ O

Apan -X- _ O
siya -X- _ O
nibutyag -X- _ O
nga -X- _ O
iyang -X- _ O
papanubagon -X- _ O
ang -X- _ O
adminastrador -X- _ O
sa -X- _ O
iyang -X- _ O
Facebook -X- _ B-OTHER
apan -X- _ O
wa -X- _ O
niya -X- _ O
gibutyag -X- _ O
kon -X- _ O
si -X- _ O
kinsa -X- _ O
. -X- _ O

Gipadayag -X- _ O
ni -X- _ O
Osmeña -X- _ B-PER
nga -X- _ O
di -X- _ O
na -X- _ O
niya -X- _ O
mamonitor -X- _ O
ang -X- _ O
ta­nang -X- _ O
panghitabo -X- _ O
gumikan -X- _ O
sa -X- _ O
kadaghan -X- _ O
sa -X- _ O
iyang -X- _ O
bulohaton -X- _ O
diin -X- _ O
gawas -X- _ O
sa -X- _ O
daghang -X- _ O
pirmahanan -X- _ O
, -X- _ O
meeting -X- _ O
ug -X- _ O
uban -X- _ O
pa -X- _ O
, -X- _ O
a­­­duna -X- _ O
pay -X- _ O
gatusan -X- _ O
ka -X- _ O
mensahe -X- _ O
sa -X- _ O
iyang -X- _ O
cellphone -X- _ O
nga -X- _ O
iyang -X- _ O
basahon -X- _ O
personal -X- _ O
. -X- _ O

Giangkon -X- _ O
niya -X- _ O
nga -X- _ O
matag -X- _ O
post -X- _ O
sa -X- _ O
iyang -X- _ O
Facebook -X- _ B-OTHER
, -X- _ O
ikonsulta -X- _ O
kini -X- _ O
kaniya -X- _ O
apan -X- _ O
daw -X- _ O
wala -X- _ O
mabantayi -X- _ O
ang -X- _ O
maong -X- _ O
hashtag -X- _ O
. -X- _ O

Gipangandaman -X- _ O
sa -X- _ O
Cebu -X- _ B-ORG
City -X- _ I-ORG
Government -X- _ I-ORG
ang -X- _ O
grabeng -X- _ O
kahuot -X- _ O
sa -X- _ O
dagan -X- _ O
sa -X- _ O
mga -X- _ O
sakyanan -X- _ O
inig -X- _ O
sirado -X- _ O
sa -X- _ O
N. -X- _ B-LOC
Bacalso -X- _ I-LOC
avenue -X- _ I-LOC
( -X- _ I-LOC
Mambaling -X- _ I-LOC
area -X- _ I-LOC
) -X- _ I-LOC
karong -X- _ O
Lunes -X- _ O
alang -X- _ O
sa -X- _ O
laing -X- _ O
phase -X- _ O
sa -X- _ O
underpass -X- _ O
. -X- _ O

Ipahiluna -X- _ O
sa -X- _ O
contractor -X- _ O
ang -X- _ O
ilang -X- _ O
mga -X- _ O
heavy -X- _ O
equipment -X- _ O
aron -X- _ O
pagtrabaho -X- _ O
sa -X- _ O
phase -X- _ O
1 -X- _ O
sa -X- _ O
P683 -X- _ O
milyones -X- _ O
nga -X- _ O
tunnel -X- _ O
nga -X- _ O
proyekto -X- _ O
ni -X- _ O
Kongresista -X- _ O
Rodrigo -X- _ B-PER
Abellanosa -X- _ I-PER
. -X- _ O

Samtang -X- _ O
ang -X- _ O
Citom -X- _ B-ORG
nigahin -X- _ O
og -X- _ O
usa -X- _ O
ka -X- _ O
lane -X- _ O
sa -X- _ O
N. -X- _ B-LOC
Bacalso -X- _ I-LOC
( -X- _ I-LOC
phase -X- _ I-LOC
2 -X- _ I-LOC
) -X- _ I-LOC
gikan -X- _ O
sa -X- _ O
Shopwise -X- _ B-LOC
paingon -X- _ O
sa -X- _ O
Cebu -X- _ B-LOC
South -X- _ I-LOC
Bus -X- _ I-LOC
Terminal -X- _ I-LOC
( -X- _ I-LOC
CSBT -X- _ I-LOC
) -X- _ I-LOC
para -X- _ O
sa -X- _ O
mga -X- _ O
sakyanan -X- _ O
gikan -X- _ O
sa -X- _ O
Pardo -X- _ B-LOC
area -X- _ O
. -X- _ O

Ang -X- _ O
mga -X- _ O
sakyanan -X- _ O
gikan -X- _ O
sa -X- _ O
Pardo -X- _ B-LOC
( -X- _ O
light -X- _ O
vehicles -X- _ O
paingon -X- _ O
sa -X- _ O
CSBT -X- _ B-LOC
) -X- _ O
mosubay -X- _ O
sa -X- _ O
one -X- _ O
lane -X- _ O
sa -X- _ O
N. -X- _ B-LOC
Bacalso -X- _ I-LOC
( -X- _ I-LOC
Mambabling -X- _ I-LOC
) -X- _ I-LOC
samtang -X- _ O
ang -X- _ O
mga -X- _ O
sakyanan -X- _ O
nga -X- _ O
mopaingon -X- _ O
sa -X- _ O
SRP -X- _ B-LOC
mosubay -X- _ O
sa -X- _ O
dalan -X- _ B-LOC
Cabreros -X- _ I-LOC
, -X- _ I-LOC
Rizal -X- _ I-LOC
extension -X- _ I-LOC
lahos -X- _ O
sa -X- _ O
Vestil -X- _ B-LOC
road -X- _ I-LOC
. -X- _ O

Ang -X- _ O
mga -X- _ O
PUJ -X- _ O
nga -X- _ O
gikan -X- _ O
sa -X- _ O
Naga -X- _ B-LOC
, -X- _ O
moliko -X- _ O
sa -X- _ O
wala -X- _ O
paingon -X- _ O
sa -X- _ O
dalan -X- _ B-LOC
Sabellano -X- _ I-LOC
lagbas -X- _ O
sa -X- _ O
barangay -X- _ B-LOC
Quiot -X- _ I-LOC
lahos -X- _ O
sa -X- _ O
F. -X- _ B-LOC
Llamas -X- _ I-LOC
. -X- _ O

Gihangyo -X- _ O
sa -X- _ O
konsehal -X- _ O
ang -X- _ O
mga -X- _ O
motorista -X- _ O
sa -X- _ O
pagpataas -X- _ O
sa -X- _ O
ilang -X- _ O
pasyensya -X- _ O
sanglit -X- _ O
sugod -X- _ O
sa -X- _ O
Lunes -X- _ O
, -X- _ O
makasinati -X- _ O
og -X- _ O
di -X- _ O
tiaw -X- _ O
nga -X- _ O
kahuot -X- _ O
sa -X- _ O
trapiko -X- _ O
ang -X- _ O
N. -X- _ B-LOC
Bacalso -X- _ I-LOC
, -X- _ O
F. -X- _ B-LOC
Llamas -X- _ I-LOC
, -X- _ O
Sabellano -X- _ B-LOC
ug -X- _ O
kasikbit -X- _ O
nga -X- _ O
mga -X- _ O
karsada -X- _ O
. -X- _ O

Ang -X- _ O
phase -X- _ O
2 -X- _ O
nahuman -X- _ O
sa -X- _ O
contractor -X- _ O
sulod -X- _ O
sa -X- _ O
3 -X- _ O
ka -X- _ O
buwan -X- _ O
samtang -X- _ O
ang -X- _ O
phase -X- _ O
1 -X- _ O
ila -X- _ O
usab -X- _ O
nga -X- _ O
gitinguha -X- _ O
nga -X- _ O
mahuman -X- _ O
sa -X- _ O
di -X- _ O
pa -X- _ O
ang -X- _ O
panahon -X- _ O
nga -X- _ O
gitagal -X- _ O
. -X- _ O

Ang -X- _ O
suspek -X- _ O
giila -X- _ O
nga -X- _ O
si -X- _ O
Mark -X- _ B-PER
Anthony -X- _ I-PER
Luchen -X- _ I-PER
, -X- _ O
32 -X- _ O
, -X- _ O
taga -X- _ O
Brgy. -X- _ O
Talamban -X- _ B-LOC
, -X- _ O
dakbayan -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
. -X- _ O

Matod -X- _ O
ni -X- _ O
Chief -X- _ O
ldefonso -X- _ B-PER
Mi­randa -X- _ I-PER
, -X- _ O
hepe -X- _ O
sa -X- _ O
Station -X- _ B-ORG
4 -X- _ I-ORG
sa -X- _ O
MCPO -X- _ B-ORG
, -X- _ O
nga -X- _ O
human -X- _ O
sa -X- _ O
ilang -X- _ O
pag­susi -X- _ O
ug -X- _ O
koordinasyon -X- _ O
sa -X- _ O
silingang -X- _ O
dakbayan -X- _ O
, -X- _ O
nasuta -X- _ O
nila -X- _ O
gikan -X- _ O
sa -X- _ O
Talamban -X- _ B-ORG
Police -X- _ I-ORG
nga -X- _ O
susama -X- _ O
og -X- _ O
modus -X- _ O
si -X- _ O
Luchen -X- _ B-PER
sa -X- _ O
pagpanulis -X- _ O
niini -X- _ O
sa -X- _ O
Talamban -X- _ B-LOC
. -X- _ O

Tungod -X- _ O
niini -X- _ O
, -X- _ O
nihimo -X- _ O
og -X- _ O
checkpoint -X- _ O
ang -X- _ O
kapulisan -X- _ O
sa -X- _ O
may -X- _ O
Hernan -X- _ B-PER
Cortes -X- _ I-PER
pasado -X- _ O
alas -X- _ O
2 -X- _ O
sa -X- _ O
hapon -X- _ O
ug -X- _ O
didto -X- _ O
ilang -X- _ O
napahunong -X- _ O
ang -X- _ O
si -X- _ O
Luchen -X- _ B-PER
nga -X- _ O
wa -X- _ O
nag-helmet -X- _ O
. -X- _ O

Dugang -X- _ O
ni -X- _ O
Miranda -X- _ B-PER
nga -X- _ O
wa -X- _ O
kini -X- _ O
mopatuo -X- _ O
, -X- _ O
nipasutoy -X- _ O
kini’g -X- _ O
padagan -X- _ O
maong -X- _ O
gigukod -X- _ O
sa -X- _ O
kapulisan -X- _ O
ug -X- _ O
nasikop -X- _ O
. -X- _ O

Hingpit -X- _ O
na -X- _ O
ang -X- _ O
pagpangandam -X- _ O
sa -X- _ O
dakbayan -X- _ O
sa -X- _ O
Lapu-Lapu -X- _ B-LOC
sa -X- _ O
fluvial -X- _ O
procession -X- _ O
sa -X- _ O
Birhen -X- _ B-OTHER
sa -X- _ I-OTHER
Regla -X- _ I-OTHER
ugmang -X- _ O
adlawa -X- _ O
. -X- _ O

Matod -X- _ O
ni -X- _ O
Tourism -X- _ O
Officer -X- _ O
Hembler -X- _ B-PER
Mendoza -X- _ I-PER
nga -X- _ O
di -X- _ O
mominos -X- _ O
sa -X- _ O
25 -X- _ O
ka -X- _ O
mga -X- _ O
bangka -X- _ O
ug -X- _ O
sakayang -X- _ O
pandagat -X- _ O
ang -X- _ O
nagparehistro -X- _ O
na -X- _ O
sa -X- _ O
iyang -X- _ O
buhatan -X- _ O
aron -X- _ O
mosalmot -X- _ O
sa -X- _ O
maong -X- _ O
kalihukan -X- _ O
subay -X- _ O
sa -X- _ O
pagsaulog -X- _ O
sa -X- _ O
pista -X- _ O
sa -X- _ O
dakbayan -X- _ O
. -X- _ O

Si -X- _ O
Mendoza -X- _ B-PER
nagkanayon -X- _ O
nga -X- _ O
sa -X- _ O
Pacific -X- _ B-LOC
Cebu -X- _ I-LOC
Resort -X- _ I-LOC
sa -X- _ O
Suba-basbas -X- _ B-LOC
magsugod -X- _ O
ang -X- _ O
fluvial -X- _ O
procession -X- _ O
mga -X- _ O
alas -X- _ O
7 -X- _ O
sa -X- _ O
buntag -X- _ O
ug -X- _ O
motapos -X- _ O
sa -X- _ O
Muelle -X- _ B-LOC
Osmeña -X- _ I-LOC
mga -X- _ O
alas -X- _ O
9 -X- _ O
sa -X- _ O
buntag -X- _ O
. -X- _ O

Inig -X- _ O
abot -X- _ O
niini -X- _ O
sa -X- _ O
Muelle -X- _ B-LOC
Osmeña -X- _ I-LOC
, -X- _ O
motabang -X- _ O
og -X- _ O
alsa -X- _ O
paingon -X- _ O
sa -X- _ O
simbahan -X- _ O
si -X- _ O
Mayor -X- _ O
Paz -X- _ B-PER
Radaza -X- _ I-PER
. -X- _ O

Sa -X- _ O
di -X- _ O
pa -X- _ O
ang -X- _ O
prosesyon -X- _ O
, -X- _ O
usa -X- _ O
ka -X- _ O
misa -X- _ O
ang -X- _ O
pagahimuon -X- _ O
una -X- _ O
sa -X- _ O
Marigondon -X- _ B-LOC
Parish -X- _ I-LOC
Chruch -X- _ I-LOC
mga -X- _ O
alas -X- _ O
5:30 -X- _ O
sa -X- _ O
buntag -X- _ O
. -X- _ O

Aduna -X- _ O
say -X- _ O
nagpaabot -X- _ O
nga -X- _ O
ganti -X- _ O
ang -X- _ O
mga -X- _ O
pump -X- _ O
boat -X- _ O
sa -X- _ O
mga -X- _ O
barangay -X- _ O
ug -X- _ O
corporate -X- _ O
office -X- _ O
nga -X- _ O
adunay -X- _ O
maanindot -X- _ O
nga -X- _ O
dekorasyon -X- _ O
. -X- _ O

Samtang -X- _ O
, -X- _ O
naangol -X- _ O
ang -X- _ O
i­­­­yang -X- _ O
asawa -X- _ O
nga -X- _ O
misuway -X- _ O
pagluwas -X- _ O
ug -X- _ O
naa -X- _ O
karon -X- _ O
sa -X- _ O
tambalanan -X- _ O
. -X- _ O

Ang -X- _ O
biktima -X- _ O
, -X- _ O
si -X- _ O
Bernabe -X- _ B-PER
Sibonghanoy -X- _ I-PER
, -X- _ O
46 -X- _ O
, -X- _ O
minyo -X- _ O
nga -X- _ O
nagpuyo -X- _ O
usab -X- _ O
sa -X- _ O
dapit -X- _ O
, -X- _ O
patay -X- _ O
dihadiha -X- _ O
dayon -X- _ O
human -X- _ O
malatayi -X- _ O
sa -X- _ O
kusog -X- _ O
nga -X- _ O
kuryente -X- _ O
sa -X- _ O
iyang -X- _ O
lawas -X- _ O
. -X- _ O

Apan -X- _ O
sa -X- _ O
dihang -X- _ O
iyang -X- _ O
gitumba -X- _ O
ang -X- _ O
kawayan -X- _ O
nasangit -X- _ O
kini -X- _ O
sa -X- _ O
live -X- _ O
wire -X- _ O
sa -X- _ O
poste -X- _ O
nilatay -X- _ O
ang -X- _ O
kuryente -X- _ O
sa -X- _ O
kawayan -X- _ O
diretso -X- _ O
sa -X- _ O
iyang -X- _ O
lawas -X- _ O
. -X- _ O

Ang -X- _ O
asawa -X- _ O
nga -X- _ O
si -X- _ O
Gina -X- _ B-PER
nga -X- _ O
nakakita -X- _ O
sa -X- _ O
nahitabo -X- _ O
nga -X- _ O
niadtong -X- _ O
tungora -X- _ O
nag -X- _ O
atiman -X- _ O
usab -X- _ O
sa -X- _ O
ilang -X- _ O
uma -X- _ O
midagan -X- _ O
kini -X- _ O
paduol -X- _ O
sa -X- _ O
iyang -X- _ O
bana -X- _ O
nga -X- _ O
mikirig -X- _ O
na -X- _ O
iyang -X- _ O
gisuwayan -X- _ O
sa -X- _ O
pagbira -X- _ O
apan -X- _ O
siya -X- _ O
na -X- _ O
usab -X- _ O
ang -X- _ O
nakuryentihan -X- _ O
. -X- _ O

Nakita -X- _ O
sa -X- _ O
ilang -X- _ O
silingan -X- _ O
nga -X- _ O
si -X- _ O
Julito -X- _ B-PER
Ardiente -X- _ I-PER
ang -X- _ O
nahitabo -X- _ O
ang -X- _ O
misuway -X- _ O
usab -X- _ O
ug -X- _ O
tabang -X- _ O
apan -X- _ O
sa -X- _ O
iyang -X- _ O
paghana -X- _ O
pagbira -X- _ O
sa -X- _ O
buhok -X- _ O
daw -X- _ O
sa -X- _ O
giitsa -X- _ O
kini -X- _ O
sa -X- _ O
layo -X- _ O
tungod -X- _ O
sa -X- _ O
kuryente -X- _ O
. -X- _ O

Wala -X- _ O
maunsa -X- _ O
si -X- _ O
Ardiente -X- _ B-PER
apan -X- _ O
si -X- _ O
Bernabe -X- _ B-PER
naboak -X- _ O
ang -X- _ O
dapit -X- _ O
sa -X- _ O
liog -X- _ O
tungod -X- _ O
sa -X- _ O
kakusog -X- _ O
sa -X- _ O
kuryente. -X- _ O
Si -X- _ O
Gina -X- _ B-PER
nakaangkon -X- _ O
usab -X- _ O
ug -X- _ O
dakong -X- _ O
samad -X- _ O
sa -X- _ O
tuhod -X- _ O
diin -X- _ O
gituohan -X- _ O
nga -X- _ O
didto -X- _ O
migawas -X- _ O
ang -X- _ O
igo -X- _ O
sa -X- _ O
kuryente -X- _ O
. -X- _ O

Si -X- _ O
Barangay -X- _ O
Kapitan -X- _ O
Jerson -X- _ B-PER
Cadanpog -X- _ I-PER
na -X- _ O
ang -X- _ O
nanawag -X- _ O
sa -X- _ O
ilang -X- _ O
Emergency -X- _ B-OTHER
Medical -X- _ I-OTHER
Services -X- _ I-OTHER
aron -X- _ O
madala -X- _ O
sa -X- _ O
tambalanan -X- _ O
ang -X- _ O
mga -X- _ O
biktima -X- _ O
. -X- _ O

Si -X- _ O
Gina -X- _ B-PER
naa -X- _ O
pa -X- _ O
karon -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
pribadong -X- _ O
tambalanan -X- _ O
sa -X- _ O
syudad -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
aron -X- _ O
magpaalim -X- _ O
sa -X- _ O
iyang -X- _ O
naangkon -X- _ O
nga -X- _ O
samad -X- _ O
sa -X- _ O
tuhod -X- _ O
. -X- _ O

Sa -X- _ O
miaging -X- _ O
semana -X- _ O
nakadawat -X- _ O
og -X- _ O
taho -X- _ O
ang -X- _ O
Danao -X- _ B-ORG
City -X- _ I-ORG
police -X- _ I-ORG
station -X- _ I-ORG
labot -X- _ O
sa -X- _ O
presensya -X- _ O
sa -X- _ O
mga -X- _ O
tinanom -X- _ O
nga -X- _ O
mga -X- _ O
marijuana -X- _ O
nga -X- _ O
hapit -X- _ O
nang -X- _ O
harbison -X- _ O
sa -X- _ O
barangay -X- _ B-LOC
Sibakan -X- _ I-LOC
ug -X- _ O
Togonon -X- _ B-LOC
. -X- _ O

Kining -X- _ O
maong -X- _ O
mga -X- _ O
barangay -X- _ O
nga -X- _ O
nahimutang -X- _ O
na -X- _ O
sa -X- _ O
bukirang -X- _ O
dapit -X- _ O
sa -X- _ O
siyudad -X- _ O
diin -X- _ O
mga -X- _ O
lagyo -X- _ O
na -X- _ O
kaayo -X- _ O
ang -X- _ O
mga -X- _ O
panimalay -X- _ O
sa -X- _ O
nanimuyo -X- _ O
niini -X- _ O
. -X- _ O

Unang -X- _ O
milusad -X- _ O
ug -X- _ O
operation -X- _ O
ang -X- _ O
Danao -X- _ B-ORG
PNP -X- _ I-ORG
uban -X- _ O
ang -X- _ O
Provincial -X- _ B-ORG
Public -X- _ I-ORG
Safety -X- _ I-ORG
Company -X- _ I-ORG
ug -X- _ O
PDEA -X- _ B-ORG
7 -X- _ I-ORG
niadtong -X- _ O
Nobiyembre -X- _ O
8 -X- _ O
ug -X- _ O
ilang -X- _ O
naibot -X- _ O
ang -X- _ O
9 -X- _ O
mil -X- _ O
ka -X- _ O
punoan -X- _ O
sa -X- _ O
ma­rijuana -X- _ O
ug -X- _ O
3 -X- _ O
mil -X- _ O
ka -X- _ O
mga -X- _ O
sanga -X- _ O
niini -X- _ O
sa -X- _ O
barangay -X- _ B-LOC
Sibakan -X- _ I-LOC
. -X- _ O

Kagahapon -X- _ O
sa -X- _ O
buntag -X- _ O
lla -X- _ O
na -X- _ O
usab -X- _ O
nga -X- _ O
girumbo -X- _ O
ang -X- _ O
Barangay -X- _ B-LOC
Togonon -X- _ I-LOC
diin -X- _ O
naka -X- _ O
ibot -X- _ O
sila -X- _ O
og -X- _ O
8 -X- _ O
mil -X- _ O
ka -X- _ O
punuoan -X- _ O
sa -X- _ O
mga -X- _ O
marijuana -X- _ O
nga -X- _ O
gihulagway -X- _ O
ni -X- _ O
Okubo -X- _ B-PER
nga -X- _ O
molapas -X- _ O
na -X- _ O
sa -X- _ O
gitas-on -X- _ O
sa -X- _ O
tawo -X- _ O
. -X- _ O

Nasikop -X- _ O
hinuon -X- _ O
sa -X- _ O
kapulisan -X- _ O
ang -X- _ O
duha -X- _ O
ka -X- _ O
tawo -X- _ O
nga -X- _ O
gituohan -X- _ O
nga -X- _ O
maoy -X- _ O
nananom -X- _ O
sa -X- _ O
maong -X- _ O
mga -X- _ O
marijuana -X- _ O
nga -X- _ O
giila -X- _ O
nga -X- _ O
silang -X- _ O
Reynaldo -X- _ B-PER
Cal -X- _ I-PER
nga -X- _ O
taga -X- _ O
Sibakan -X- _ B-LOC
ug -X- _ O
Julito -X- _ B-PER
Batucan -X- _ I-PER
nga -X- _ O
taga -X- _ O
Togonon -X- _ B-LOC
. -X- _ O

Matod -X- _ O
ni -X- _ O
Col. -X- _ O
Edgar -X- _ B-PER
Okubo -X- _ I-PER
nga -X- _ O
magpadayon -X- _ O
ang -X- _ O
ilang -X- _ O
pag -X- _ O
patrolya -X- _ O
sa -X- _ O
kabukiran -X- _ O
sa -X- _ O
probinsya -X- _ O
sa -X- _ O
sugbo -X- _ O
ilabi -X- _ O
na -X- _ O
sa -X- _ O
mga -X- _ O
dapit -X- _ O
nga -X- _ O
naila -X- _ O
nga -X- _ O
dunay -X- _ O
plantation -X- _ O
sa -X- _ O
marijuana -X- _ O
. -X- _ O

Ang -X- _ O
PDEA-7 -X- _ B-ORG
nibanabana -X- _ O
nga -X- _ O
moabot -X- _ O
ngadto -X- _ O
sa -X- _ O
P5.7 -X- _ O
million -X- _ O
ang -X- _ O
balor -X- _ O
sa -X- _ O
maong -X- _ O
mga -X- _ O
punoan -X- _ O
sa -X- _ O
marijuana -X- _ O
. -X- _ O

Tungod -X- _ O
sa -X- _ O
kadaghan -X- _ O
sa -X- _ O
na­ibot -X- _ O
, -X- _ O
nimando -X- _ O
na -X- _ O
lang -X- _ O
ang -X- _ O
PDEA -X- _ B-ORG
ug -X- _ O
ang -X- _ O
hepe -X- _ O
sa -X- _ O
CPPO -X- _ B-ORG
nga -X- _ O
sunugon -X- _ O
sa -X- _ O
maong -X- _ O
dapit -X- _ O
. -X- _ O

Pasakaan -X- _ O
na -X- _ O
og -X- _ O
kaso -X- _ O
sa -X- _ O
Police -X- _ B-LOC
Regional -X- _ I-LOC
Office -X- _ I-LOC
( -X- _ I-LOC
PRO -X- _ I-LOC
) -X- _ I-LOC
7 -X- _ I-LOC
ang -X- _ O
mga -X- _ O
administrator -X- _ O
sa -X- _ O
Cebu -X- _ B-ORG
Flash -X- _ I-ORG
Report -X- _ I-ORG
( -X- _ I-ORG
CFR -X- _ I-ORG
) -X- _ I-ORG
bahin -X- _ O
sa -X- _ O
bomb -X- _ O
scare -X- _ O
niadtong -X- _ O
Hulyo -X- _ O
ning -X- _ O
tuiga -X- _ O
. -X- _ O

Ang -X- _ O
post -X- _ O
sa -X- _ O
CFR -X- _ B-ORG
sa -X- _ O
Facebook -X- _ B-OTHER
niadtong -X- _ O
Hulyo -X- _ O
nakamugna -X- _ O
og -X- _ O
kabalaka -X- _ O
sa -X- _ O
mga -X- _ O
molupyo -X- _ O
sa -X- _ O
dakbayan -X- _ O
sa -X- _ O
La­pu-Lapu -X- _ B-LOC
human -X- _ O
kini -X- _ O
niingon -X- _ O
nga -X- _ O
gi-detonate -X- _ O
na -X- _ O
ang -X- _ O
bomba -X- _ O
sa -X- _ O
kapulisan -X- _ O
. -X- _ O

Wa -X- _ O
sila -X- _ O
motug-an -X- _ O
kon -X- _ O
ka­nus-a -X- _ O
masang-at -X- _ O
ang -X- _ O
kaso -X- _ O
ug -X- _ O
kon -X- _ O
pila -X- _ O
ang -X- _ O
apil -X- _ O
sa -X- _ O
kasohan -X- _ O
. -X- _ O

Ang -X- _ O
resulta -X- _ O
sa -X- _ O
investigation -X- _ O
report -X- _ O
ila -X- _ O
nang -X- _ O
naduso -X- _ O
sa -X- _ O
PRO -X- _ B-ORG
7 -X- _ I-ORG
kon -X- _ O
diin -X- _ O
nailhan -X- _ O
na -X- _ O
ang -X- _ O
mga -X- _ O
administrator -X- _ O
sa -X- _ O
CFR -X- _ B-ORG
. -X- _ O

Ang -X- _ O
kagamhanan -X- _ O
sa -X- _ O
pro­bin­sya -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
ang -X- _ O
nakakuha -X- _ O
usab -X- _ O
og -X- _ O
SGLG -X- _ B-ORG
alang -X- _ O
sa -X- _ O
provincial -X- _ O
category. -X- _ O
Kini -X- _ O
ang -X- _ O
iyang -X- _ O
ikatulo -X- _ O
ka -X- _ O
sunodsunod -X- _ O
nga -X- _ O
higayon -X- _ O
nga -X- _ O
pasidungog -X- _ O
sukad -X- _ O
sa -X- _ O
2015 -X- _ O
. -X- _ O

Ang -X- _ O
mga -X- _ O
probinsya -X- _ O
sa -X- _ O
Bohol -X- _ B-LOC
ug -X- _ O
Siquijor -X- _ B-LOC
ang -X- _ O
naapil -X- _ O
usab -X- _ O
. -X- _ O

Samtang -X- _ O
sa -X- _ O
city -X- _ O
category -X- _ O
, -X- _ O
awardee -X- _ O
ang -X- _ O
siyudad -X- _ O
sa -X- _ O
Tagbilaran. -X- _ B-LOC
Sa -X- _ O
mga -X- _ O
lungsod -X- _ O
, -X- _ O
upat -X- _ O
ang -X- _ O
gikan -X- _ O
sa -X- _ O
Bohol -X- _ B-LOC
nga -X- _ O
naglangkob -X- _ O
sa -X- _ O
Alicia -X- _ B-LOC
, -X- _ O
Bien -X- _ B-LOC
Unido -X- _ I-LOC
, -X- _ O
Duero -X- _ B-LOC
ug -X- _ O
Tubigon -X- _ B-LOC
. -X- _ O

Si -X- _ O
Gobernador -X- _ O
Hilario -X- _ B-PER
Davide -X- _ I-PER
III -X- _ I-PER
niila -X- _ O
sa -X- _ O
kamahinungdaon -X- _ O
sa -X- _ O
participatory -X- _ O
governance -X- _ O
sa -X- _ O
pagkuha -X- _ O
sa -X- _ O
SGLG -X- _ B-ORG
ug -X- _ O
nipahinungod -X- _ O
niini -X- _ O
sa -X- _ O
mga -X- _ O
Sugbuanon -X- _ B-OTHER
. -X- _ O

“Dili -X- _ O
kini -X- _ O
nato -X- _ O
makuha -X- _ O
kon -X- _ O
wala -X- _ O
ang -X- _ O
