-DOCSTART- -X- O
CityNo.1 -X- _ I-LOC
sa -X- _ O
balota -X- _ O
# -X- _ O
Kasaligan -X- _ O
# -X- _ O
NOTO174RECLAMATION -X- _ O

VOTE -X- _ O
! -X- _ O
ALVIOLA -X- _ B-PER
, -X- _ I-PER
ESLAOFor -X- _ I-PER
Mayor -X- _ O
Dumaguete -X- _ B-LOC
CityNo.1 -X- _ I-LOC
sa -X- _ O
balota -X- _ O
# -X- _ O
Kasaligan -X- _ O
# -X- _ O
NOTO174RECLAMATION -X- _ O

Kinsa -X- _ O
diay -X- _ O
si -X- _ O
George -X- _ B-PER
P. -X- _ I-PER
Arnaiz -X- _ I-PER
? -X- _ O
Si -X- _ O
George -X- _ B-PER
Arnaiz -X- _ I-PER
kay -X- _ O
usa -X- _ O
ka -X- _ O
• -X- _ O
Abogado -X- _ O
• -X- _ O
Kanhi -X- _ O
Gobernador -X- _ O
• -X- _ O
Kanhi -X- _ O
Congresista -X- _ O
• -X- _ O
Mag-uumaSi -X- _ O
George -X- _ B-PER
Arnaiz -X- _ I-PER
, -X- _ O
nitindog -X- _ O
diya -X- _ O
kauban -X- _ O
sa -X- _ O
mga -X- _ O
tawo -X- _ O
nga -X- _ O
ni -X- _ O
balabag -X- _ O
sa -X- _ O
174 -X- _ B-MISC
Reclamation -X- _ I-MISC
# -X- _ O
NoTo174ReclamationSi -X- _ B-MISC
George -X- _ B-PER
Arnaiz -X- _ I-PER
, -X- _ O
nitindog -X- _ O
siya -X- _ O
kauban -X- _ O
sa -X- _ O
Noreco -X- _ B-ORG
2 -X- _ I-ORG
para -X- _ O
dili -X- _ O
ni -X- _ O
ma -X- _ O
privatized -X- _ O
para -X- _ O
dili -X- _ O
mutaas -X- _ O
ang -X- _ O
presyo -X- _ O
sa -X- _ O
kuryente -X- _ O
# -X- _ O
NoToPrivatization -X- _ O
Si -X- _ O
George -X- _ B-PER
Arnaiz -X- _ I-PER
sa -X- _ O
iyang -X- _ O
pagka -X- _ O
Kongresista -X- _ O
, -X- _ O
adunay -X- _ O
ubay-ubay -X- _ O
nga -X- _ O
importanteng -X- _ O
balaudnon -X- _ O
nga -X- _ O
na -X- _ O
pasar -X- _ O
sa -X- _ O
congreso -X- _ O
, -X- _ O
adunay -X- _ O
kapin -X- _ O
sa -X- _ O
1000 -X- _ O
nga -X- _ O
infrastructure -X- _ O
projects -X- _ O
nga -X- _ O
na -X- _ O
implement -X- _ O
, -X- _ O
adunay -X- _ O
kapin -X- _ O
sa -X- _ O
liboan -X- _ O
ka -X- _ O
mga -X- _ O
batan-on -X- _ O
ang -X- _ O
nahimong -X- _ O
scholars.Si -X- _ O
George -X- _ B-PER
Arnaiz -X- _ I-PER
, -X- _ O
akong -X- _ O
lolo. -X- _ O
Nakita -X- _ O
nako -X- _ O
kung -X- _ O
unsa -X- _ O
siya -X- _ O
kamaayo -X- _ O
sa -X- _ O
among -X- _ O
pamilya -X- _ O
ug -X- _ O
sa -X- _ O
ubang -X- _ O
tawo. -X- _ O
Gadako -X- _ O
mi -X- _ O
tanan -X- _ O
nga -X- _ O
naa -X- _ O
siya -X- _ O
nagsuporta -X- _ O
kanamo -X- _ O
kanunay. -X- _ O
Ug -X- _ O
nakita -X- _ O
namo -X- _ O
kung -X- _ O
unsa -X- _ O
siyang -X- _ O
klase -X- _ O
nga -X- _ O
politiko -X- _ O
, -X- _ O
WALAY -X- _ O
BAHID -X- _ O
SA -X- _ O
KUROPSYON. -X- _ O
Kanunay -X- _ O
mutabang -X- _ O
dayun -X- _ O
sa -X- _ O
mga -X- _ O
nanginahanglan. -X- _ O
Kanunay -X- _ O
mu -X- _ O
sakripisyo -X- _ O
para -X- _ O
sa -X- _ O
mga -X- _ O
nagkalisod. -X- _ O
Kanunay -X- _ O
siya -X- _ O
na -X- _ O
maminaw -X- _ O
sa -X- _ O
mga -X- _ O
tawo -X- _ O
nga -X- _ O
walay -X- _ O
tingog. -X- _ O
Siya -X- _ O
si -X- _ O
Atty. -X- _ O
George -X- _ B-PER
Arnaiz -X- _ I-PER
, -X- _ O
nagSERBISYO -X- _ O
ug -X- _ O
wala -X- _ O
nagNEGOSYO.NUMERO -X- _ O
1 -X- _ O
SA -X- _ O
INYONG -X- _ O
MGA -X- _ O
BALOTA. -X- _ O
ATONG -X- _ O
IBALIK -X- _ O
PAGKA -X- _ O
CONGRESISTA -X- _ O
. -X- _ O

BASAHA -X- _ O
: -X- _ O
Susiha -X- _ O
imong -X- _ O
balota -X- _ O
kon -X- _ O
wa -X- _ O
bay -X- _ O
shaded -X- _ O
daan -X- _ O
unà -X- _ O
ka -X- _ O
moadto -X- _ O
sa -X- _ O
lingkuranan -X- _ O
. -X- _ O

Lalaki -X- _ O
gipusil -X- _ O
, -X- _ O
patay -X- _ O
; -X- _ O
babaye -X- _ O
, -X- _ O
samaran -X- _ O
Posted -X- _ O
by -X- _ O
VIC -X- _ B-PER
CAMIONLA -X- _ I-PER
LIBERTAD -X- _ B-LOC
, -X- _ I-LOC
NEGROS -X- _ I-LOC
ORIENTAL -X- _ I-LOC
( -X- _ O
Abril -X- _ O
29 -X- _ O
, -X- _ O
2022 -X- _ O
) -X- _ O
– -X- _ O
Patay -X- _ O
ang -X- _ O
51-anyos -X- _ O
ng -X- _ O
lalaki -X- _ O
human -X- _ O
pusil -X- _ O
sa -X- _ O
riding-in-tandem -X- _ O
sa -X- _ O
Merkado -X- _ B-LOC
Publiko -X- _ I-LOC
sa -X- _ O
Barangay -X- _ B-LOC
North -X- _ I-LOC
Poblacion -X- _ I-LOC
Biernes -X- _ O
sa -X- _ O
hapon.Dead -X- _ O
on -X- _ O
the -X- _ O
spot -X- _ O
ang -X- _ O
biktima -X- _ O
nga -X- _ O
si -X- _ O
Juanito -X- _ B-PER
Carlos -X- _ I-PER
, -X- _ O
mamumuo -X- _ O
nga -X- _ O
taga -X- _ O
Barangay -X- _ B-LOC
Mandapaton -X- _ I-LOC
, -X- _ I-LOC
La -X- _ I-LOC
Libertad.Samaran -X- _ I-LOC
usab -X- _ O
si -X- _ O
Jessa -X- _ B-PER
Villavito -X- _ I-PER
, -X- _ O
nga -X- _ O
taga -X- _ O
Kagawasan -X- _ B-LOC
Avenue -X- _ I-LOC
, -X- _ I-LOC
Guihulngan -X- _ I-LOC
City -X- _ I-LOC
nga -X- _ O
gidali -X- _ O
pagdala -X- _ O
sa -X- _ O
La -X- _ B-LOC
Libertad -X- _ I-LOC
Infirmary -X- _ I-LOC
gumikan -X- _ O
sa -X- _ O
mga -X- _ O
samad -X- _ O
nga -X- _ O
naagoman -X- _ O
niini. -X- _ O
Taho -X- _ O
sa -X- _ O
kapolisan -X- _ O
, -X- _ O
nagkanayon -X- _ O
nga -X- _ O
si -X- _ O
Carlos -X- _ B-PER
naglingkod -X- _ O
sa -X- _ O
tindahan -X- _ O
atubangan -X- _ O
sa -X- _ O
Merkado -X- _ B-LOC
Publiko -X- _ I-LOC
dihang -X- _ O
miabot -X- _ O
ang -X- _ O
mga -X- _ O
mamumuno -X- _ O
nga -X- _ O
nagsakay -X- _ O
sa -X- _ O
motorsiklo.Gipusil -X- _ O
ang -X- _ O
biktima -X- _ O
sulod -X- _ O
sa -X- _ O
pipila -X- _ O
ka -X- _ O
higayon -X- _ O
nga -X- _ O
maoy -X- _ O
hinungdan -X- _ O
sa -X- _ O
iyang -X- _ O
hinanaling -X- _ O
kamatayon.Ang -X- _ O
mga -X- _ O
mamumuno -X- _ O
daling -X- _ O
misibat -X- _ O
palayo -X- _ O
sa -X- _ O
nahitaboan -X- _ O
human -X- _ O
sa -X- _ O
pagpamusil.Sa -X- _ O
samang -X- _ O
taho -X- _ O
, -X- _ O
si -X- _ O
Carlos -X- _ B-PER
maoy -X- _ O
usa -X- _ O
sa -X- _ O
mga -X- _ O
target -X- _ O
sa -X- _ O
search -X- _ O
warrant -X- _ O
atol -X- _ O
sa -X- _ O
Oplan -X- _ B-MISC
Sauron -X- _ I-MISC
sa -X- _ O
Kapolisan -X- _ O
gumikan -X- _ O
sa -X- _ O
paglapas -X- _ O
sa -X- _ O
Republic -X- _ B-MISC
Act -X- _ I-MISC
10591 -X- _ I-MISC
o -X- _ O
illegal -X- _ O
possession -X- _ O
of -X- _ O
firearms -X- _ O
and -X- _ O
ammunition -X- _ O
usa -X- _ O
ka -X- _ O
tuig -X- _ O
na -X- _ O
ang -X- _ O
nakalabay.Padayon -X- _ O
pang -X- _ O
gisusi -X- _ O
sa -X- _ O
kapolisan -X- _ O
kon -X- _ O
unsa -X- _ O
ang -X- _ O
motibo -X- _ O
sa -X- _ O
pagpapusil -X- _ O
ug -X- _ O
si -X- _ O
kinsa -X- _ O
maoy -X- _ O
naa -X- _ O
sa -X- _ O
likod -X- _ O
sa -X- _ O
maong -X- _ O
krimen.|Photo -X- _ O
Courtesy -X- _ O
: -X- _ O
Micah -X- _ O
Mae -X- _ O
Absin -X- _ O

PANOORIN -X- _ O
: -X- _ O
Mariing -X- _ O
tinututulan -X- _ O
ng -X- _ O
mga -X- _ O
negosyante -X- _ O
ang -X- _ O
hinihinging -X- _ O
minimum -X- _ O
wage -X- _ O
increase -X- _ O
ng -X- _ O
pribadong -X- _ O
pribadong -X- _ O
sector. -X- _ O
Sa -X- _ O
isang -X- _ O
public -X- _ O
hearing -X- _ O
na -X- _ O
idinaos -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC
ng -X- _ O
Regional -X- _ B-ORG
Tripartite -X- _ I-ORG
Wages -X- _ I-ORG
and -X- _ I-ORG
Productivity -X- _ I-ORG
Board -X- _ I-ORG
( -X- _ O
RTWPB-7 -X- _ B-ORG
) -X- _ O
, -X- _ O
sinabing -X- _ O
pag-aaralan -X- _ O
nila -X- _ O
ang -X- _ O
position -X- _ O
paper -X- _ O
ng -X- _ O
bawat -X- _ O
sector -X- _ O
para -X- _ O
makuha -X- _ O
ang -X- _ O
patas -X- _ O
na -X- _ O
decision -X- _ O
. -X- _ O

Gipangayong -X- _ O
umento -X- _ O
sa -X- _ O
suholan -X- _ O
, -X- _ O
gisupak -X- _ O
sa -X- _ O
mga -X- _ O
agalonPosted -X- _ O
by -X- _ O
VIC -X- _ B-PER
CAMIONDUMAGUETE -X- _ I-PER
CITY -X- _ B-LOC
, -X- _ I-LOC
NEGROS -X- _ I-LOC
OIRENTAL -X- _ I-LOC
( -X- _ O
Abril -X- _ O
29 -X- _ O
, -X- _ O
2022 -X- _ O
) -X- _ O
-- -X- _ O
Sektor -X- _ O
sa -X- _ O
mga -X- _ O
agalon -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
ug -X- _ O
Siquijor -X- _ B-LOC
supak -X- _ O
umentohan -X- _ O
ang -X- _ O
minimum -X- _ O
nga -X- _ O
suholan -X- _ O
sa -X- _ O
mga -X- _ O
mamumuo -X- _ O
sa -X- _ O
pribadong -X- _ O
kumpaniya. -X- _ O
Sektor -X- _ O
sa -X- _ O
mga -X- _ O
mamumuo -X- _ O
miinsister -X- _ O
sa -X- _ O
P430 -X- _ O
nga -X- _ O
umento -X- _ O
sa -X- _ O
P366 -X- _ O
nga -X- _ O
kasamtangang -X- _ O
kinaubsan -X- _ O
nga -X- _ O
suholan -X- _ O
gumikan -X- _ O
sa -X- _ O
padayong -X- _ O
pagtulbong -X- _ O
sa -X- _ O
presyo -X- _ O
sa -X- _ O
lana.RTWPB-7 -X- _ B-ORG
mohukom -X- _ O
kon -X- _ O
angayan -X- _ O
bang -X- _ O
umentohan -X- _ O
ang -X- _ O
minimum -X- _ O
nga -X- _ O
suholan -X- _ O
o -X- _ O
dili -X- _ O
human -X- _ O
sa -X- _ O
public -X- _ O
hearing -X- _ O
sa -X- _ O
Sugbo. -X- _ B-LOC
DNDAng -X- _ B-ORG
RTWPB-7 -X- _ B-ORG
nagpahigayon -X- _ O
og -X- _ O
public -X- _ O
hearing -X- _ O
nunot -X- _ O
sa -X- _ O
gipangayong -X- _ O
umento -X- _ O
sa -X- _ O
kinaubsan -X- _ O
nga -X- _ O
suholan -X- _ O
sa -X- _ O
Bohol -X- _ B-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC
uban -X- _ O
sa -X- _ O
taga -X- _ O
Siquijor -X- _ B-LOC
. -X- _ O

Sa -X- _ O
inyong -X- _ O
tan-aw -X- _ O
ihatag -X- _ O
kaha -X- _ O
ang -X- _ O
gipangayong -X- _ O
umento -X- _ O
sa -X- _ O
minimum -X- _ O
nga -X- _ O
suholan -X- _ O
ang -X- _ O
P480 -X- _ O
adlaw -X- _ O
? -X- _ O

BASAHA -X- _ O
: -X- _ O
COVID-19 -X- _ B-MISC
boosters -X- _ O
epektibong -X- _ O
makigharong -X- _ O
sa -X- _ O
Omicron -X- _ B-MISC
variant -X- _ O
, -X- _ O
sumala -X- _ O
sa -X- _ O
DOH -X- _ B-ORG

sa -X- _ O
inyong -X- _ O
tan-aw -X- _ O
, -X- _ O
mahimong -X- _ O
kahang -X- _ O
basehan -X- _ O
sa -X- _ O
pagpilig -X- _ O
leader -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
ang -X- _ O
kontrobersiyal -X- _ O
nga -X- _ O
174-ha -X- _ B-MISC
proposed -X- _ I-MISC
reclamation -X- _ I-MISC
proj -X- _ I-MISC
? -X- _ O

FAST -X- _ O
FACT -X- _ O
: -X- _ O
Senatorial -X- _ O
Candidate -X- _ O
ug -X- _ O
SAGIP -X- _ B-ORG
Partylist -X- _ I-ORG
Rep. -X- _ O
Rodante -X- _ B-PER
Marcoleta -X- _ I-PER
misibog -X- _ O
sa -X- _ O
iyang -X- _ O
kandidatora -X- _ O

Unsa -X- _ O
gani -X- _ O
tong -X- _ O
partylist -X- _ O
group -X- _ O
nga -X- _ O
misaad -X- _ O
sa -X- _ O
miaging -X- _ O
eleksyon -X- _ O
nga -X- _ O
sweldohan -X- _ O
ang -X- _ O
mga -X- _ O
" -X- _ O
housewife -X- _ O
" -X- _ O
? -X- _ O
Mobotar -X- _ O
ko -X- _ O
ato -X- _ O
kay -X- _ O
nakatuman -X- _ O
bya -X- _ O
to -X- _ O
sa -X- _ O
ilang -X- _ O
saad. -X- _ O
Di -X- _ O
ba -X- _ O
mga -X- _ O
misis -X- _ O
? -X- _ O
Pila -X- _ O
sad -X- _ O
inyong -X- _ O
binulang -X- _ O
sweldo -X- _ O
? -X- _ O
# -X- _ O
MagIngatSaScam -X- _ O

Kontento -X- _ O
ba -X- _ O
mo -X- _ O
sa -X- _ O
serbisyo -X- _ O
sa -X- _ O
Elections -X- _ B-MISC
Precinct -X- _ I-MISC
Finder -X- _ I-MISC
? -X- _ O
Uyon -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
tangtangon -X- _ O
nalang -X- _ O
sa -X- _ O
COMELEC -X- _ B-ORG
ang -X- _ O
Precinct -X- _ B-MISC
Finder -X- _ I-MISC
website -X- _ O
? -X- _ O

Karaang -X- _ O
taytayan -X- _ O
sa -X- _ O
Loay -X- _ B-LOC
, -X- _ I-LOC
Bohol -X- _ I-LOC
naghugno -X- _ O

Aron -X- _ O
adunay -X- _ O
check -X- _ O
and -X- _ O
balance -X- _ O
, -X- _ O
sa -X- _ O
pagpili -X- _ O
sa -X- _ O
mga -X- _ O
magbabalaod -X- _ O
karong -X- _ O
Mayo -X- _ O
9 -X- _ O
, -X- _ O
unsa -X- _ O
may -X- _ O
maayo -X- _ O
? -X- _ O
Botaran -X- _ O
ang -X- _ O
tibuok -X- _ O
grupo -X- _ O
o -X- _ O
bulanting -X- _ O
? -X- _ O

IBOTO -X- _ O
PARA -X- _ O
SA -X- _ O
KONSEHO -X- _ O
! -X- _ O
CORDOVA -X- _ B-PER
, -X- _ I-PER
Marife -X- _ I-PER
CordovaPagka-Konsehal -X- _ O
sa -X- _ O
DumagueteNo. -X- _ B-LOC
6 -X- _ O
sa -X- _ O
balota -X- _ O
# -X- _ O
Kasaligan -X- _ O

Sakto -X- _ O
ba -X- _ O
nga -X- _ O
walay -X- _ O
gipailawom -X- _ O
sa -X- _ O
Election -X- _ B-MISC
Watchlist -X- _ I-MISC
Areas -X- _ I-MISC
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
? -X- _ O

VOTE -X- _ O
! -X- _ O
ABLONG -X- _ B-PER
, -X- _ I-PER
WILLIAMNo. -X- _ I-PER
1 -X- _ O
sa -X- _ O
balotaFor -X- _ O
Vice -X- _ O
Mayor -X- _ O
# -X- _ O
Ligdong -X- _ O
# -X- _ O
Kasaligan -X- _ O
# -X- _ O
NanalipodSaKalikopan -X- _ O
# -X- _ O
NasulayanNa -X- _ O

Pabor -X- _ O
ka -X- _ O
ba -X- _ O
nga -X- _ O
i-privatize -X- _ O
ang -X- _ O
NORECO -X- _ B-ORG
2 -X- _ I-ORG
, -X- _ O
NORECO -X- _ B-ORG
1 -X- _ I-ORG
ug -X- _ O
uban -X- _ O
pang -X- _ O
electric -X- _ O
cooperatives -X- _ O
? -X- _ O

Susiha -X- _ O
palihog -X- _ O
ang -X- _ O
inyong -X- _ O
precincto -X- _ O
. -X- _ O

IBOTO -X- _ O
PARA -X- _ O
SA -X- _ O
KONSEHO -X- _ O
! -X- _ O
ESMENA -X- _ B-PER
, -X- _ I-PER
FRANKLIN -X- _ I-PER
JR.Number -X- _ I-PER
10 -X- _ O
sa -X- _ O
balotafor -X- _ O
CouncilorDumaguete -X- _ B-LOC
City -X- _ I-LOC
# -X- _ O
TeamLupad -X- _ O

Pabor -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
dili -X- _ O
makagradueta -X- _ O
ang -X- _ O
estudyante -X- _ O
kon -X- _ O
dili -X- _ O
makatanom -X- _ O
og -X- _ O
10 -X- _ O
ka -X- _ O
kahoy -X- _ O
? -X- _ O

Sino -X- _ O
kaya -X- _ O
ang -X- _ O
author -X- _ O
nito -X- _ O
? -X- _ O
Maganda -X- _ O
naman -X- _ O
ang -X- _ O
layunin. -X- _ O
Pero -X- _ O
ang -X- _ O
tanong -X- _ O
macomply -X- _ O
kaya -X- _ O
ito -X- _ O
ng -X- _ O
mga -X- _ O
estudyante -X- _ O
? -X- _ O
Kapag -X- _ O
hindi -X- _ O
, -X- _ O
di -X- _ O
ba -X- _ O
parang -X- _ O
pinipigil -X- _ O
natin -X- _ O
ang -X- _ O
pagsuling -X- _ O
ng -X- _ O
isang -X- _ O
bata -X- _ O
para -X- _ O
maabot -X- _ O
ang -X- _ O
magandang -X- _ O
kinabukasan -X- _ O
? -X- _ O
Bakit -X- _ O
hindi -X- _ O
ang -X- _ O
Gobiyeno -X- _ O
ang -X- _ O
gagawa -X- _ O
ng -X- _ O
paraan -X- _ O
para -X- _ O
sa -X- _ O
kongretong -X- _ O
program -X- _ O
para -X- _ O
sa -X- _ O
reforestation -X- _ O
? -X- _ O
Maaring -X- _ O
makatulong -X- _ O
dito -X- _ O
ang -X- _ O
mga -X- _ O
estudyante -X- _ O
pero -X- _ O
huwag -X- _ O
iasa -X- _ O
sa -X- _ O
kanila -X- _ O
ang -X- _ O
pagkasira -X- _ O
ng -X- _ O
kalikasan -X- _ O
na -X- _ O
ang -X- _ O
gobiyerno -X- _ O
rin -X- _ O
ang -X- _ O
may -X- _ O
pagkukulang -X- _ O
. -X- _ O

IBOTO -X- _ O
PARA -X- _ O
SA -X- _ O
KONSEHO -X- _ O
! -X- _ O
CORDOVA -X- _ B-PER
, -X- _ I-PER
MARIFE -X- _ I-PER
( -X- _ O
APING -X- _ O
) -X- _ O
Number -X- _ O
6 -X- _ O
For -X- _ O
CouncilorDumaguete -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC
# -X- _ O
TeamKasaligan -X- _ O
# -X- _ O
Eleksyon2022 -X- _ O

IBALIK -X- _ O
SA -X- _ O
KONSEHO -X- _ O
! -X- _ O
REMOLLO -X- _ B-PER
, -X- _ I-PER
TONY -X- _ I-PER
REMSNumber -X- _ O
19 -X- _ O
For -X- _ O
CouncilorDumaguete -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC
# -X- _ O
TeamKasaligan -X- _ O
# -X- _ O
Eleksyon2022 -X- _ O

IBALIK -X- _ O
SA -X- _ O
KONSEHO -X- _ O
! -X- _ O
TOLENTINO -X- _ B-PER
, -X- _ I-PER
KARISSANumber -X- _ I-PER
21 -X- _ O
For -X- _ O
CouncilorDumaguete -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC
# -X- _ O
LupadDumaguete -X- _ O
# -X- _ O
LupadTolentino -X- _ O

VOTE -X- _ O
! -X- _ O
ARNAIZ -X- _ B-PER
, -X- _ I-PER
GEORGENumber -X- _ I-PER
1 -X- _ O
sa -X- _ O
balota -X- _ O
For -X- _ O
CongressmanSecond -X- _ B-LOC
District -X- _ I-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC

VOTE -X- _ O
! -X- _ O
ABLONG -X- _ B-PER
, -X- _ I-PER
WILLIAMNumber -X- _ I-PER
1 -X- _ O
sa -X- _ O
Balota -X- _ O
For -X- _ O
Vice -X- _ O
Mayor -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC

VOTE -X- _ O
! -X- _ O
ALVIOLA -X- _ B-PER
, -X- _ I-PER
ESLAONumber -X- _ I-PER
1 -X- _ O
sa -X- _ O
Balota -X- _ O
Pagka-Mayor -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC

Dumaguete -X- _ B-ORG
LGU -X- _ I-ORG
gipasidunggan -X- _ O
sa -X- _ O
DENR-EMB -X- _ B-ORG
sa -X- _ O
maayong -X- _ O
paghipos -X- _ O
sa -X- _ O
basura -X- _ O

Kon -X- _ O
motambong -X- _ O
kas -X- _ O
dakong -X- _ O
rally -X- _ O
sa -X- _ O
Leni-Kiko -X- _ B-MISC
tandem -X- _ O
sa -X- _ O
Dumaguete. -X- _ B-LOC
asa -X- _ O
man -X- _ O
ka -X- _ O
moadto -X- _ O
? -X- _ O
Sa -X- _ O
RUSI -X- _ B-LOC
BALLFIELD -X- _ I-LOC
o -X- _ O
sa -X- _ O
PANTAWAN -X- _ B-LOC
? -X- _ O

ATTENTION -X- _ O
! -X- _ O
Sa -X- _ O
mga -X- _ O
adunay -X- _ O
lakaw -X- _ O
palihog -X- _ O
planoha -X- _ O
ang -X- _ O
kaagian. -X- _ O
Mas -X- _ O
maayo -X- _ O
kon -X- _ O
magsayo -X- _ O
aron -X- _ O
dili -X- _ O
maipit -X- _ O
. -X- _ O

Kon -X- _ O
ang -X- _ O
imong -X- _ O
kandidato -X- _ O
maoy -X- _ O
mag-awhag -X- _ O
nga -X- _ O
magpabakuna -X- _ O
ka -X- _ O
batok -X- _ O
COVID-19 -X- _ B-MISC
, -X- _ O
pabakuna -X- _ O
ka -X- _ O
ba -X- _ O
? -X- _ O

Pabor -X- _ O
ba -X- _ O
mo -X- _ O
sa -X- _ O
panawagan -X- _ O
nga -X- _ O
mosibog -X- _ O
si -X- _ O
VP -X- _ O
Leni -X- _ B-PER
sa -X- _ O
pagka-Presidente -X- _ O
? -X- _ O

Actress -X- _ O
nga -X- _ O
si -X- _ O
Gloria -X- _ B-PER
Sevilla -X- _ I-PER
mipanaw -X- _ O
na -X- _ O
sa -X- _ O
edad -X- _ O
nga -X- _ O
90 -X- _ O

Mga -X- _ O
pulis -X- _ O
gidid-an -X- _ O
moapil -X- _ O
sa -X- _ O
e-sabong -X- _ O
, -X- _ O
sumala -X- _ O
sa -X- _ O
Chief -X- _ O
PNP -X- _ B-ORG

Active -X- _ O
cases -X- _ O
sa -X- _ O
COVID-19 -X- _ B-MISC
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
15 -X- _ O
nalang -X- _ O
, -X- _ O
apan -X- _ O
tibuok -X- _ O
lalawigan -X- _ O
gilansang -X- _ O
sa -X- _ O
Alert -X- _ O
Level -X- _ O
2 -X- _ O

ALERTO -X- _ O
BAIS -X- _ B-LOC
! -X- _ O
Tubig -X- _ O
sa -X- _ O
Tamogong -X- _ B-LOC
River -X- _ I-LOC
taas -X- _ O
na -X- _ O

Unsay -X- _ O
inyong -X- _ O
kasinatian -X- _ O
sa -X- _ O
traffic -X- _ O
atol -X- _ O
sa -X- _ O
gipahigayong -X- _ O
triathlon -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
gahapon -X- _ O
? -X- _ O

Nanglangkat -X- _ O
na -X- _ O
ang -X- _ O
COMELEC -X- _ B-ORG
sa -X- _ O
mga -X- _ O
tarpaulins -X- _ O
nga -X- _ O
wala -X- _ O
sa -X- _ O
lugar -X- _ O
, -X- _ O
kumusta -X- _ O
sa -X- _ O
inyong -X- _ O
dapit -X- _ O
? -X- _ O
Limpyo -X- _ O
na -X- _ O
ba -X- _ O
? -X- _ O
# -X- _ O
AlertoSerbisyo -X- _ O

Kini -X- _ O
untang -X- _ O
mga -X- _ O
matang -X- _ O
sa -X- _ O
equipment -X- _ O
i-provide -X- _ O
sa -X- _ O
kagamhanan -X- _ O
ngadto -X- _ O
sa -X- _ O
mga -X- _ O
mag-uuma -X- _ O
. -X- _ O

LAING -X- _ O
ULO -X- _ O
SA -X- _ O
BAHA. -X- _ O
Sa -X- _ O
video -X- _ O
nga -X- _ O
kuha -X- _ O
ni -X- _ O
Leyn -X- _ B-PER
Darantinao -X- _ I-PER
Benondo -X- _ I-PER
makita -X- _ O
ang -X- _ O
ulo -X- _ O
sa -X- _ O
baha -X- _ O
nga -X- _ O
miawas -X- _ O
sa -X- _ O
spillway -X- _ O
sa -X- _ O
Proper -X- _ B-LOC
Pacuan -X- _ I-LOC
, -X- _ I-LOC
La -X- _ I-LOC
Libertad -X- _ I-LOC
Huwebes -X- _ O
sa -X- _ O
hapon. -X- _ O
5 -X- _ O
ka -X- _ O
pamilya -X- _ O
ang -X- _ O
namakwit -X- _ O
sa -X- _ O
Barangay -X- _ O
Hall -X- _ O
, -X- _ O
sumala -X- _ O
kang -X- _ O
Kapitan -X- _ O
Thelma -X- _ B-PER
Babylonia. -X- _ I-PER
Ang -X- _ O
proper -X- _ B-LOC
Pacuan -X- _ I-LOC
napataliwad-an -X- _ O
sa -X- _ O
duha -X- _ O
ka -X- _ O
suba -X- _ O
nga -X- _ O
parehong -X- _ O
mibaha -X- _ O
niadtong -X- _ O
higayona -X- _ O
. -X- _ O

ATONG -X- _ O
PILION -X- _ O
! -X- _ O
ESLAO -X- _ B-PER
ALVIOLAPagka-Mayor -X- _ I-PER
sa -X- _ O
Dumaguete -X- _ B-LOC
CityNumero -X- _ I-LOC
1 -X- _ O
sa -X- _ O
balota -X- _ O
# -X- _ O
PundokKasaligan -X- _ O

ATONG -X- _ O
PILION -X- _ O
! -X- _ O
WILLIAM -X- _ B-PER
ABLONGPagka-Vice -X- _ I-PER
Mayor -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
CityNumero -X- _ I-LOC
1 -X- _ O
sa -X- _ O
balota -X- _ O
# -X- _ O
PundokKasaligan -X- _ O

IPE-dayon -X- _ O
ang -X- _ O
kalamboan -X- _ O
! -X- _ O
Atty. -X- _ O
KARISSA -X- _ B-PER
TOLENTINO -X- _ I-PER
- -X- _ I-PER
